x,y,z,intensity,r,g,b
-17.45,-89.892,-0.321,-1447,30,28,29
-17.467,-89.881,-0.314,-1447,29,27,28
-17.395,-89.895,-0.357,-1522,30,30,32
-17.378,-89.907,-0.373,-1512,30,30,32
-17.379,-89.908,-0.35,-1540,30,30,32
-17.43,-89.882,-0.369,-1709,33,31,34
-17.414,-89.898,-0.367,-1540,31,31,33
-17.415,-89.9,-0.355,-1475,31,31,33
-17.431,-89.891,-0.358,-1473,33,31,34
-17.428,-89.876,-0.335,-1578,31,29,30
-17.414,-89.897,-0.333,-1550,29,27,28
-17.413,-89.894,-0.321,-1426,29,27,28
-17.431,-89.889,-0.313,-1416,29,27,28
-17.397,-89.905,-0.333,-1481,30,28,29
-17.378,-89.905,-0.338,-1602,31,29,30
-17.396,-89.904,-0.321,-1435,30,28,29
-17.378,-89.905,-0.316,-1444,29,27,28
-17.467,-89.88,-0.303,-1435,29,27,28
-17.448,-89.885,-0.298,-1426,29,27,28
-17.467,-89.881,-0.281,-1445,30,28,31
-17.449,-89.888,-0.276,-1399,31,29,32
-17.466,-89.878,-0.259,-1363,31,29,32
-17.448,-89.887,-0.265,-1363,31,29,32
-17.394,-89.891,-0.298,-1480,29,27,28
-17.379,-89.91,-0.292,-1416,30,28,29
-17.431,-89.889,-0.301,-1412,29,27,28
-17.414,-89.898,-0.298,-1445,29,27,28
-17.43,-89.883,-0.266,-1355,31,29,32
-17.431,-89.891,-0.278,-1408,31,29,32
-17.413,-89.894,-0.275,-1406,32,30,31
-17.414,-89.897,-0.264,-1393,32,30,33
-17.397,-89.904,-0.275,-1385,31,29,30
-17.378,-89.903,-0.281,-1463,30,28,29
-17.396,-89.9,-0.264,-1386,32,30,33
-17.378,-89.906,-0.257,-1398,32,30,33
-17.272,-89.935,-0.35,-1598,31,29,30
-17.272,-89.939,-0.372,-1552,32,30,31
-17.291,-89.938,-0.355,-1550,32,30,31
-17.256,-89.948,-0.367,-1557,32,30,31
-17.256,-89.947,-0.355,-1501,33,31,32
-17.292,-89.941,-0.322,-1426,29,27,28
-17.274,-89.945,-0.338,-1586,30,28,29
-17.255,-89.943,-0.332,-1540,30,28,29
-17.273,-89.94,-0.316,-1460,29,27,28
-17.255,-89.944,-0.321,-1424,30,28,29
-17.343,-89.918,-0.354,-1547,31,29,30
-17.362,-89.917,-0.372,-1448,31,31,31
-17.36,-89.909,-0.349,-1642,31,29,30
-17.361,-89.912,-0.337,-1576,30,28,29
-17.344,-89.925,-0.331,-1450,29,27,28
-17.362,-89.916,-0.314,-1416,29,27,28
-17.325,-89.922,-0.33,-1430,29,27,28
-17.326,-89.927,-0.32,-1444,29,27,28
-17.343,-89.917,-0.319,-1419,29,27,28
-17.309,-89.932,-0.366,-1637,33,31,32
-17.29,-89.932,-0.366,-1632,32,30,31
-17.31,-89.935,-0.355,-1542,32,30,31
-17.309,-89.934,-0.333,-1547,29,27,28
-17.29,-89.932,-0.332,-1537,29,27,28
-17.255,-89.946,-0.298,-1439,29,27,28
-17.273,-89.942,-0.294,-1444,29,27,28
-17.256,-89.947,-0.275,-1381,31,29,30
-17.272,-89.939,-0.259,-1365,32,30,31
-17.255,-89.946,-0.264,-1362,31,29,30
-17.344,-89.921,-0.296,-1437,29,27,28
-17.361,-89.912,-0.302,-1444,29,27,28
-17.344,-89.92,-0.284,-1434,31,29,30
-17.325,-89.922,-0.296,-1439,29,27,28
-17.325,-89.926,-0.284,-1471,31,29,30
-17.361,-89.911,-0.28,-1404,31,29,30
-17.36,-89.91,-0.256,-1429,32,30,31
-17.343,-89.917,-0.262,-1388,32,30,31
-17.326,-89.927,-0.26,-1389,32,30,31
-17.272,-89.936,-0.283,-1494,31,29,30
-17.308,-89.928,-0.312,-1440,29,27,28
-17.31,-89.934,-0.301,-1416,29,27,28
-17.291,-89.936,-0.3,-1411,29,27,28
-17.309,-89.931,-0.279,-1481,31,29,30
-17.29,-89.933,-0.277,-1414,32,30,31
-17.309,-89.929,-0.257,-1398,32,30,31
-17.291,-89.937,-0.265,-1383,32,30,31
-17.483,-89.867,-0.303,-1417,29,27,28
-17.484,-89.873,-0.28,-1471,30,28,31
-17.484,-89.874,-0.258,-1389,31,31,33
-17.131,-89.98,-0.37,-1542,33,31,34
-17.15,-89.983,-0.495,-1375,27,30,35
-17.203,-89.965,-0.485,-1373,31,32,37
-17.203,-89.969,-0.497,-1406,30,31,36
-17.238,-89.954,-0.499,-1417,29,30,35
-17.22,-89.96,-0.496,-1406,30,31,36
-17.221,-89.961,-0.484,-1367,30,31,36
-17.238,-89.952,-0.476,-1394,28,29,34
-17.203,-89.969,-0.45,-1381,27,30,35
-17.237,-89.949,-0.465,-1381,28,29,34
-17.221,-89.961,-0.461,-1398,30,31,36
-17.238,-89.955,-0.441,-1388,28,31,36
-17.221,-89.963,-0.449,-1394,27,30,35
-17.202,-89.962,-0.462,-1385,31,32,37
-17.133,-89.991,-0.497,-1375,27,30,35
-17.185,-89.97,-0.479,-1394,29,30,35
-17.167,-89.973,-0.479,-1365,29,30,35
-17.132,-89.987,-0.485,-1404,27,30,35
-17.15,-89.984,-0.483,-1398,29,30,34
-17.185,-89.972,-0.467,-1373,29,30,35
-17.168,-89.978,-0.467,-1383,29,30,35
-17.167,-89.975,-0.445,-1394,27,30,35
-17.149,-89.979,-0.459,-1391,29,30,35
-17.133,-89.989,-0.462,-1389,29,30,35
-17.151,-89.984,-0.447,-1363,29,32,37
-17.132,-89.984,-0.45,-1412,28,31,38
-17.184,-89.967,-0.443,-1385,28,31,36
-17.203,-89.966,-0.427,-1421,28,31,36
-17.238,-89.954,-0.43,-1430,28,31,36
-17.221,-89.963,-0.427,-1440,28,31,36
-17.238,-89.953,-0.408,-1416,30,31,36
-17.204,-89.97,-0.404,-1404,28,32,35
-17.22,-89.958,-0.403,-1445,28,32,35
-17.221,-89.964,-0.392,-1427,30,31,33
-17.238,-89.955,-0.384,-1434,31,31,33
-17.202,-89.963,-0.393,-1421,30,31,33
-17.184,-89.967,-0.432,-1430,28,31,36
-17.167,-89.973,-0.422,-1458,28,31,36
-17.168,-89.978,-0.411,-1427,28,32,35
-17.151,-89.984,-0.424,-1455,31,32,37
-17.133,-89.992,-0.428,-1437,30,31,36
-17.149,-89.976,-0.413,-1465,30,31,36
-17.185,-89.968,-0.409,-1429,30,31,36
-17.167,-89.975,-0.387,-1406,31,31,33
-17.168,-89.975,-0.376,-1514,31,31,33
-17.132,-89.985,-0.404,-1426,30,31,36
-17.132,-89.985,-0.393,-1408,31,30,35
-17.15,-89.981,-0.389,-1389,32,32,34
-17.148,-89.97,-0.377,-1535,32,32,34
-17.185,-89.968,-0.385,-1424,31,31,33
-17.097,-90.0,-0.496,-1419,28,31,36
-17.096,-89.995,-0.485,-1409,30,31,35
-17.115,-89.991,-0.483,-1365,29,30,34
-17.114,-89.989,-0.459,-1385,29,30,34
-17.097,-90.0,-0.464,-1399,30,31,35
-17.116,-89.997,-0.447,-1398,28,31,36
-17.097,-90.0,-0.441,-1378,28,31,38
-17.115,-89.995,-0.423,-1435,29,30,35
-17.096,-89.995,-0.431,-1421,28,31,38
-17.115,-89.995,-0.411,-1447,29,30,35
-17.097,-90.0,-0.409,-1426,31,32,37
-17.115,-89.993,-0.389,-1437,31,30,35
-17.115,-89.991,-0.377,-1488,31,30,35
-17.097,-90.0,-0.387,-1430,32,31,36
-17.097,-89.999,-0.376,-1455,32,31,36
-17.15,-89.98,-0.354,-1545,34,32,35
-17.203,-89.966,-0.37,-1566,32,30,31
-17.204,-89.97,-0.358,-1548,33,31,32
-17.237,-89.949,-0.373,-1632,32,30,31
-17.219,-89.953,-0.37,-1573,32,30,31
-17.221,-89.961,-0.358,-1530,33,31,32
-17.236,-89.941,-0.35,-1602,33,31,32
-17.239,-89.959,-0.339,-1704,30,28,29
-17.22,-89.957,-0.335,-1539,30,28,29
-17.238,-89.953,-0.317,-1388,28,26,27
-17.219,-89.955,-0.313,-1389,28,26,27
-17.203,-89.965,-0.336,-1617,31,29,30
-17.202,-89.963,-0.313,-1458,29,27,28
-17.133,-89.988,-0.358,-1481,33,31,34
-17.186,-89.974,-0.373,-1503,32,30,31
-17.186,-89.975,-0.35,-1537,33,31,32
-17.167,-89.972,-0.353,-1573,33,31,32
-17.186,-89.974,-0.338,-1553,32,30,31
-17.168,-89.978,-0.33,-1650,30,28,29
-17.185,-89.969,-0.315,-1591,29,27,28
-17.167,-89.97,-0.318,-1660,29,27,28
-17.15,-89.981,-0.331,-1493,30,28,29
-17.133,-89.992,-0.335,-1566,31,29,30
-17.149,-89.977,-0.318,-1460,29,27,28
-17.202,-89.962,-0.302,-1455,28,26,27
-17.22,-89.956,-0.302,-1429,27,25,26
-17.237,-89.949,-0.294,-1434,28,26,27
-17.238,-89.953,-0.282,-1444,29,27,28
-17.22,-89.957,-0.278,-1430,28,26,27
-17.22,-89.959,-0.266,-1411,28,26,27
-17.238,-89.955,-0.259,-1411,30,28,29
-17.202,-89.962,-0.278,-1404,29,27,28
-17.202,-89.962,-0.255,-1453,29,27,28
-17.185,-89.968,-0.303,-1550,29,27,28
-17.168,-89.976,-0.296,-1578,29,27,28
-17.169,-89.981,-0.284,-1548,30,28,29
-17.131,-89.98,-0.312,-1511,29,27,28
-17.132,-89.987,-0.301,-1442,29,27,28
-17.15,-89.982,-0.296,-1409,29,27,28
-17.15,-89.981,-0.283,-1457,29,29,31
-17.185,-89.972,-0.257,-1550,30,28,29
-17.132,-89.985,-0.277,-1437,30,30,32
-17.133,-89.989,-0.266,-1421,30,30,32
-17.151,-89.985,-0.26,-1442,30,30,32
-17.185,-89.969,-0.28,-1550,29,27,28
-17.166,-89.965,-0.261,-1629,31,29,30
-17.079,-89.998,-0.37,-1511,33,31,34
-17.115,-89.993,-0.353,-1542,33,31,34
-17.097,-90.0,-0.354,-1514,33,31,34
-17.096,-89.994,-0.332,-1535,31,29,30
-17.115,-89.995,-0.319,-1493,29,27,28
-17.097,-89.997,-0.321,-1424,31,29,30
-17.076,-89.987,-0.339,-1625,32,30,31
-17.097,-89.999,-0.299,-1455,29,27,28
-17.114,-89.989,-0.295,-1478,29,27,28
-17.115,-89.994,-0.283,-1476,29,29,31
-17.097,-90.0,-0.278,-1393,30,30,32
-17.097,-89.999,-0.266,-1383,30,30,32
-17.115,-89.995,-0.259,-1427,31,31,33
-17.483,-89.868,-0.109,-1388,28,31,36
-17.396,-89.902,-0.241,-1386,32,30,35
-17.466,-89.879,-0.247,-1385,31,29,32
-17.484,-89.876,-0.224,-1378,31,30,35
-17.449,-89.884,-0.242,-1404,32,30,35
-17.466,-89.878,-0.225,-1393,33,32,37
-17.449,-89.887,-0.219,-1376,32,31,37
-17.449,-89.884,-0.208,-1408,31,32,37
-17.467,-89.88,-0.202,-1388,31,32,37
-17.466,-89.877,-0.191,-1394,31,32,37
-17.396,-89.902,-0.228,-1367,31,30,36
-17.378,-89.906,-0.246,-1408,32,30,33
-17.431,-89.89,-0.243,-1358,32,30,33
-17.414,-89.894,-0.241,-1401,33,31,34
-17.414,-89.895,-0.229,-1396,31,30,35
-17.431,-89.888,-0.22,-1401,32,31,37
-17.378,-89.906,-0.222,-1378,31,30,36
-17.378,-89.907,-0.188,-1394,30,31,36
-17.431,-89.888,-0.208,-1393,31,32,37
-17.414,-89.898,-0.206,-1388,30,31,36
-17.396,-89.903,-0.205,-1383,30,31,36
-17.378,-89.906,-0.211,-1391,31,30,36
-17.449,-89.887,-0.185,-1404,31,32,37
-17.448,-89.882,-0.174,-1391,30,31,36
-17.467,-89.881,-0.169,-1383,30,31,36
-17.466,-89.876,-0.157,-1370,30,31,36
-17.484,-89.876,-0.156,-1398,30,31,36
-17.45,-89.888,-0.152,-1389,28,31,36
-17.467,-89.88,-0.134,-1398,27,30,35
-17.449,-89.885,-0.129,-1391,28,31,36
-17.396,-89.902,-0.182,-1376,31,32,37
-17.379,-89.908,-0.164,-1375,31,32,37
-17.431,-89.889,-0.186,-1419,31,32,37
-17.413,-89.894,-0.183,-1385,30,31,36
-17.431,-89.887,-0.174,-1385,30,31,36
-17.414,-89.894,-0.171,-1378,31,32,37
-17.397,-89.904,-0.171,-1378,31,32,37
-17.379,-89.908,-0.129,-1386,29,32,37
-17.431,-89.889,-0.15,-1389,28,31,36
-17.414,-89.897,-0.149,-1391,29,32,37
-17.414,-89.896,-0.137,-1386,29,32,37
-17.431,-89.888,-0.139,-1409,28,31,36
-17.396,-89.9,-0.147,-1398,29,32,37
-17.378,-89.904,-0.153,-1386,29,32,37
-17.396,-89.9,-0.136,-1417,29,32,37
-17.308,-89.929,-0.247,-1371,32,30,33
-17.273,-89.94,-0.249,-1391,32,30,31
-17.255,-89.945,-0.242,-1376,32,30,31
-17.273,-89.944,-0.226,-1399,33,31,34
-17.255,-89.942,-0.23,-1371,34,32,33
-17.255,-89.946,-0.207,-1358,33,31,32
-17.272,-89.939,-0.202,-1362,33,31,34
-17.273,-89.941,-0.192,-1360,33,31,34
-17.343,-89.916,-0.238,-1362,31,31,33
-17.36,-89.909,-0.244,-1403,31,31,33
-17.361,-89.91,-0.221,-1367,28,31,38
-17.324,-89.921,-0.238,-1383,31,31,33
-17.325,-89.923,-0.226,-1378,30,31,35
-17.343,-89.918,-0.227,-1381,30,31,36
-17.362,-89.915,-0.21,-1370,28,31,38
-17.343,-89.918,-0.204,-1363,28,31,38
-17.326,-89.928,-0.202,-1396,28,31,36
-17.325,-89.924,-0.19,-1380,28,31,36
-17.343,-89.917,-0.192,-1371,28,31,38
-17.29,-89.931,-0.243,-1376,32,30,31
-17.309,-89.931,-0.225,-1378,32,31,36
-17.291,-89.937,-0.22,-1363,32,31,36
-17.309,-89.93,-0.203,-1393,31,32,36
-17.29,-89.93,-0.208,-1368,32,31,36
-17.308,-89.927,-0.192,-1393,30,31,35
-17.255,-89.944,-0.184,-1414,33,31,32
-17.256,-89.948,-0.173,-1363,33,31,32
-17.273,-89.943,-0.169,-1349,33,31,34
-17.273,-89.942,-0.146,-1386,33,31,34
-17.256,-89.951,-0.15,-1376,32,30,31
-17.273,-89.94,-0.135,-1388,33,31,34
-17.255,-89.942,-0.138,-1383,32,30,31
-17.343,-89.918,-0.169,-1399,29,32,39
-17.362,-89.917,-0.187,-1401,28,31,38
-17.361,-89.911,-0.175,-1378,29,32,39
-17.344,-89.922,-0.157,-1386,29,32,39
-17.326,-89.928,-0.168,-1367,28,31,36
-17.361,-89.914,-0.128,-1412,29,32,39
-17.325,-89.925,-0.156,-1353,28,31,36
-17.325,-89.923,-0.132,-1380,28,31,36
-17.343,-89.919,-0.133,-1386,29,32,39
-17.36,-89.906,-0.151,-1403,29,32,39
-17.29,-89.934,-0.186,-1381,32,31,36
-17.291,-89.937,-0.174,-1380,31,30,35
-17.309,-89.932,-0.171,-1394,30,31,35
-17.309,-89.931,-0.149,-1376,30,31,35
-17.291,-89.935,-0.151,-1370,31,30,35
-17.308,-89.928,-0.127,-1371,30,31,35
-17.29,-89.934,-0.129,-1378,31,30,35
-17.484,-89.874,-0.246,-1362,32,32,34
-17.484,-89.874,-0.212,-1358,31,30,36
-17.484,-89.873,-0.189,-1414,30,31,36
-17.484,-89.873,-0.167,-1394,30,31,36
-17.484,-89.874,-0.132,-1391,27,30,35
-17.396,-89.903,-0.112,-1404,29,32,37
-17.467,-89.88,-0.112,-1391,28,31,36
-17.449,-89.884,-0.118,-1386,28,31,36
-17.466,-89.878,-0.101,-1412,28,31,36
-17.449,-89.884,-0.096,-1388,31,32,37
-17.484,-89.876,-0.075,-1385,31,32,37
-17.484,-89.876,-0.064,-1381,31,32,37
-17.467,-89.88,-0.079,-1365,31,32,37
-17.449,-89.883,-0.073,-1399,31,32,37
-17.378,-89.906,-0.118,-1367,29,32,37
-17.43,-89.884,-0.116,-1385,28,31,36
-17.413,-89.892,-0.114,-1391,28,31,36
-17.396,-89.902,-0.101,-1394,29,32,37
-17.378,-89.906,-0.094,-1385,31,32,37
-17.431,-89.891,-0.093,-1375,31,32,37
-17.432,-89.896,-0.081,-1367,31,32,37
-17.414,-89.895,-0.091,-1388,31,32,37
-17.414,-89.898,-0.079,-1370,31,32,37
-17.378,-89.905,-0.083,-1375,31,32,37
-17.396,-89.901,-0.077,-1357,31,32,37
-17.396,-89.899,-0.066,-1394,31,32,37
-17.467,-89.88,-0.056,-1385,32,33,38
-17.449,-89.885,-0.062,-1398,31,32,37
-17.466,-89.877,-0.044,-1401,33,32,38
-17.449,-89.886,-0.039,-1373,32,31,37
-17.485,-89.879,-0.019,-1424,33,32,38
-17.484,-89.875,-0.008,-1367,30,31,36
-17.467,-89.88,-0.022,-1417,33,32,38
-17.45,-89.889,-0.029,-1370,32,31,37
-17.468,-89.886,-0.0,-1375,31,32,37
-17.449,-89.886,-0.006,-1406,31,32,37
-17.378,-89.906,-0.059,-1388,31,32,37
-17.379,-89.909,-0.036,-1399,33,32,38
-17.43,-89.886,-0.058,-1422,31,32,37
-17.414,-89.897,-0.056,-1385,31,32,37
-17.432,-89.893,-0.046,-1399,31,32,37
-17.414,-89.895,-0.045,-1398,32,31,37
-17.395,-89.898,-0.043,-1404,33,32,38
-17.398,-89.91,-0.02,-1408,33,32,38
-17.379,-89.907,-0.024,-1445,33,32,38
-17.379,-89.912,-0.001,-1376,33,34,39
-17.432,-89.894,-0.023,-1426,32,31,37
-17.415,-89.903,-0.022,-1414,32,31,37
-17.414,-89.897,-0.01,-1401,31,32,37
-17.397,-89.905,-0.008,-1417,32,33,38
-17.308,-89.926,-0.117,-1363,30,31,35
-17.273,-89.944,-0.112,-1380,32,30,33
-17.291,-89.938,-0.117,-1396,31,30,35
-17.256,-89.947,-0.115,-1375,33,31,32
-17.274,-89.946,-0.101,-1353,32,30,33
-17.256,-89.947,-0.092,-1381,33,31,32
-17.256,-89.947,-0.081,-1358,33,31,32
-17.273,-89.943,-0.077,-1373,33,31,34
-17.342,-89.914,-0.11,-1388,28,31,38
-17.361,-89.913,-0.117,-1396,28,31,38
-17.324,-89.921,-0.11,-1385,28,31,36
-17.325,-89.926,-0.098,-1396,28,31,36
-17.343,-89.918,-0.099,-1412,28,31,38
-17.362,-89.915,-0.093,-1386,28,31,38
-17.361,-89.914,-0.082,-1385,29,32,39
-17.344,-89.921,-0.075,-1398,29,32,39
-17.344,-89.921,-0.065,-1389,29,32,39
-17.324,-89.919,-0.074,-1398,29,32,37
-17.309,-89.933,-0.095,-1394,30,31,35
-17.291,-89.937,-0.095,-1385,31,30,35
-17.309,-89.931,-0.073,-1342,31,32,37
-17.309,-89.93,-0.063,-1347,31,32,37
-17.291,-89.936,-0.072,-1394,32,31,36
-17.274,-89.946,-0.055,-1368,34,32,35
-17.31,-89.938,-0.042,-1389,32,33,38
-17.292,-89.941,-0.038,-1389,33,32,37
-17.256,-89.949,-0.058,-1416,34,32,33
-17.274,-89.945,-0.044,-1398,34,32,35
-17.256,-89.951,-0.046,-1386,34,32,33
-17.292,-89.94,-0.005,-1381,33,32,37
-17.272,-89.938,-0.021,-1421,34,32,35
-17.256,-89.948,-0.023,-1429,34,32,33
-17.274,-89.946,-0.01,-1404,32,31,36
-17.256,-89.946,-0.0,-1365,33,33,35
-17.326,-89.927,-0.062,-1388,29,32,37
-17.362,-89.917,-0.058,-1403,30,33,40
-17.362,-89.917,-0.047,-1393,30,33,40
-17.344,-89.92,-0.041,-1389,30,33,40
-17.326,-89.926,-0.04,-1376,32,33,38
-17.361,-89.913,-0.024,-1409,33,34,39
-17.344,-89.924,-0.006,-1376,33,32,37
-17.344,-89.919,-0.029,-1357,32,33,38
-17.325,-89.926,-0.028,-1389,32,33,38
-17.326,-89.926,-0.004,-1398,33,32,37
-17.291,-89.935,-0.061,-1367,32,31,36
-17.31,-89.934,-0.02,-1403,32,33,38
-17.291,-89.935,-0.028,-1412,33,32,37
-17.309,-89.931,-0.009,-1422,33,32,37
-17.484,-89.874,-0.098,-1381,30,31,36
-17.484,-89.874,-0.041,-1404,33,32,38
-17.151,-89.983,-0.119,-1448,31,32,36
-17.184,-89.966,-0.245,-1570,30,28,29
-17.203,-89.965,-0.245,-1457,29,27,28
-17.238,-89.955,-0.248,-1430,30,28,29
-17.22,-89.956,-0.243,-1445,29,27,28
-17.221,-89.961,-0.22,-1404,29,27,28
-17.238,-89.951,-0.224,-1440,31,29,30
-17.201,-89.958,-0.222,-1481,29,27,30
-17.22,-89.959,-0.209,-1450,29,27,28
-17.239,-89.956,-0.19,-1391,31,29,30
-17.238,-89.951,-0.202,-1419,31,29,30
-17.203,-89.967,-0.21,-1453,29,27,30
-17.166,-89.968,-0.238,-1643,32,30,33
-17.167,-89.97,-0.227,-1640,32,30,33
-17.151,-89.984,-0.249,-1457,30,30,32
-17.133,-89.992,-0.243,-1437,30,30,32
-17.133,-89.992,-0.22,-1432,31,32,36
-17.151,-89.984,-0.225,-1406,30,31,35
-17.184,-89.967,-0.221,-1519,31,29,32
-17.169,-89.981,-0.204,-1524,32,30,33
-17.169,-89.98,-0.192,-1565,32,30,33
-17.133,-89.987,-0.209,-1417,32,33,37
-17.15,-89.981,-0.201,-1417,31,32,36
-17.15,-89.981,-0.19,-1444,31,32,36
-17.185,-89.967,-0.21,-1560,31,29,32
-17.203,-89.965,-0.187,-1434,30,28,31
-17.219,-89.954,-0.185,-1411,29,27,28
-17.221,-89.961,-0.173,-1389,29,27,28
-17.239,-89.957,-0.167,-1412,31,29,30
-17.203,-89.966,-0.175,-1470,30,28,31
-17.238,-89.953,-0.156,-1475,31,29,30
-17.22,-89.956,-0.151,-1440,30,28,29
-17.238,-89.954,-0.133,-1411,31,29,30
-17.221,-89.961,-0.139,-1414,30,28,29
-17.202,-89.963,-0.153,-1434,30,28,31
-17.202,-89.962,-0.129,-1480,31,29,32
-17.132,-89.982,-0.175,-1468,32,33,37
-17.185,-89.97,-0.186,-1580,31,29,32
-17.185,-89.97,-0.175,-1521,31,29,32
-17.168,-89.975,-0.169,-1537,32,30,33
-17.167,-89.974,-0.157,-1560,32,30,33
-17.133,-89.99,-0.186,-1442,32,33,37
-17.15,-89.982,-0.167,-1412,31,32,36
-17.186,-89.973,-0.128,-1503,33,31,34
-17.168,-89.977,-0.134,-1466,32,30,33
-17.15,-89.982,-0.155,-1447,31,32,36
-17.133,-89.991,-0.151,-1453,31,32,36
-17.134,-89.997,-0.128,-1424,31,32,36
-17.15,-89.98,-0.131,-1439,32,33,37
-17.184,-89.962,-0.152,-1571,31,29,32
-17.116,-89.998,-0.249,-1419,31,31,33
-17.097,-89.996,-0.244,-1370,31,31,33
-17.115,-89.994,-0.225,-1412,30,31,35
-17.097,-89.999,-0.223,-1389,32,33,37
-17.097,-89.998,-0.211,-1383,32,33,37
-17.115,-89.991,-0.201,-1429,32,33,37
-17.116,-89.997,-0.189,-1429,32,33,37
-17.097,-89.997,-0.189,-1381,33,34,38
-17.115,-89.99,-0.167,-1445,32,33,37
-17.097,-89.998,-0.168,-1411,32,33,37
-17.116,-89.997,-0.131,-1447,32,33,37
-17.097,-89.996,-0.135,-1386,32,33,37
-17.133,-89.991,-0.117,-1430,31,32,36
-17.203,-89.966,-0.118,-1457,32,30,33
-17.238,-89.95,-0.109,-1417,31,29,30
-17.22,-89.955,-0.116,-1426,30,28,29
-17.238,-89.951,-0.098,-1442,32,30,31
-17.202,-89.961,-0.095,-1448,32,30,33
-17.221,-89.962,-0.093,-1444,30,28,29
-17.221,-89.96,-0.082,-1422,31,29,30
-17.239,-89.957,-0.076,-1444,32,30,31
-17.238,-89.954,-0.064,-1434,32,30,31
-17.203,-89.965,-0.084,-1429,31,29,32
-17.151,-89.985,-0.096,-1426,31,32,36
-17.185,-89.972,-0.116,-1509,33,31,34
-17.169,-89.98,-0.111,-1453,33,31,34
-17.169,-89.982,-0.099,-1452,33,31,34
-17.186,-89.972,-0.081,-1465,33,31,34
-17.169,-89.98,-0.076,-1424,33,31,34
-17.169,-89.98,-0.064,-1455,33,31,34
-17.132,-89.983,-0.082,-1432,32,33,37
-17.135,-89.998,-0.093,-1411,32,33,37
-17.151,-89.984,-0.073,-1416,32,33,37
-17.185,-89.968,-0.093,-1511,33,31,34
-17.203,-89.967,-0.061,-1408,31,29,32
-17.221,-89.961,-0.058,-1422,31,29,30
-17.239,-89.955,-0.041,-1409,32,30,31
-17.221,-89.964,-0.046,-1373,31,29,30
-17.203,-89.965,-0.038,-1452,31,29,32
-17.239,-89.957,-0.018,-1383,32,32,34
-17.221,-89.963,-0.023,-1375,31,29,30
-17.238,-89.952,-0.006,-1398,32,32,34
-17.204,-89.969,-0.027,-1414,31,29,32
-17.203,-89.966,-0.004,-1378,31,31,33
-17.151,-89.986,-0.062,-1411,32,33,37
-17.185,-89.971,-0.059,-1517,32,30,33
-17.187,-89.98,-0.047,-1468,32,30,33
-17.168,-89.978,-0.041,-1457,32,30,33
-17.133,-89.99,-0.059,-1422,31,32,36
-17.133,-89.992,-0.036,-1401,31,32,36
-17.151,-89.984,-0.037,-1406,31,32,36
-17.186,-89.976,-0.023,-1432,32,30,33
-17.169,-89.98,-0.018,-1439,32,32,34
-17.185,-89.974,-0.0,-1396,32,32,34
-17.169,-89.979,-0.006,-1422,32,32,34
-17.15,-89.98,-0.026,-1406,31,32,36
-17.134,-89.992,-0.025,-1411,30,31,35
-17.134,-89.992,-0.002,-1393,32,33,38
-17.151,-89.983,-0.003,-1398,33,34,38
-17.115,-89.993,-0.119,-1419,31,32,36
-17.097,-89.998,-0.113,-1375,32,33,37
-17.116,-89.996,-0.097,-1412,32,33,37
-17.097,-90.0,-0.101,-1404,32,33,37
-17.115,-89.994,-0.074,-1447,32,33,37
-17.116,-89.996,-0.062,-1444,32,33,37
-17.116,-89.995,-0.038,-1427,31,32,36
-17.116,-89.997,-0.028,-1394,30,31,35
-17.116,-89.998,-0.004,-1404,32,33,38
-17.097,-90.0,-0.004,-1408,31,32,37
-24.062,-87.774,-1.865,-1386,167,161,173
-24.03,-87.794,-1.864,-1412,167,155,155
-24.045,-87.779,-2.115,-1303,194,184,193
-24.062,-87.774,-2.101,-1312,195,187,198
-24.045,-87.779,-2.103,-1186,217,205,217
-24.027,-87.785,-2.113,-1290,207,196,204
-24.006,-87.776,-2.229,-1458,173,184,180
-24.011,-87.793,-2.207,-1394,158,159,153
-24.01,-87.791,-2.196,-1365,156,153,144
-24.01,-87.789,-2.173,-1394,161,157,148
-24.01,-87.79,-2.117,-1267,230,222,219
-24.026,-87.783,-2.101,-1303,221,210,218
-24.01,-87.788,-2.105,-1330,230,222,219
-24.046,-87.782,-2.081,-1268,232,220,232
-24.027,-87.786,-2.079,-1296,240,229,237
-24.011,-87.792,-2.083,-1281,240,232,230
-24.027,-87.784,-2.068,-1312,246,234,244
-24.061,-87.77,-2.078,-1365,232,220,232
-24.062,-87.774,-2.067,-1339,244,230,243
-24.045,-87.779,-2.058,-1352,248,236,250
-24.011,-87.792,-2.06,-1324,249,243,243
-24.008,-87.783,-2.049,-1324,250,246,245
-24.027,-87.786,-2.045,-1301,250,242,253
-24.045,-87.779,-2.046,-1324,252,241,255
-24.027,-87.785,-2.023,-1314,251,245,255
-24.01,-87.79,-2.026,-1334,249,247,248
-24.027,-87.785,-2.012,-1342,248,245,254
-24.011,-87.792,-2.004,-1332,248,249,251
-24.062,-87.774,-2.023,-1314,254,242,254
-24.045,-87.78,-2.024,-1306,253,245,255
-24.062,-87.772,-2.012,-1303,253,246,254
-24.045,-87.779,-2.013,-1321,251,245,255
-24.011,-87.793,-1.858,-1362,168,162,162
-24.013,-87.799,-1.847,-1363,168,162,162
-24.047,-87.784,-1.867,-1408,167,156,160
-24.047,-87.785,-1.845,-1375,153,160,168
-24.062,-87.775,-1.989,-1329,250,251,255
-24.063,-87.777,-1.955,-1317,244,252,255
